"ChgOpId","Partner","Type","Nb_Nodes_source","nb_activ_source","nb_AndGtw_source","nb_XorGtw_source","Nb_Nodes_target","nb_activ_target","nb_AndGtw_target","nb_XorGtw_target","nb_affected_partners","nb_Insert_genreated","nb_Replace_generated","nb_Delete_generated","exec_time"
"472d0c30-f060-44b4-83e8-d76535d0c5e4","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","408"
"51d5872e-be26-4159-8ccc-21bd672fc846","partner8","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1345"
"fbae3543-61cc-4c10-9ca6-f130a63d756a","partner3","Replace","23","9","2","10","16","10","0","6","8","0","1","7","287"
"7911dd13-63ec-4bfd-869a-8a5bd37f1887","partner3","Replace","40","16","2","20","32","10","0","22","3","0","3","0","388"
"32eba413-e681-4d0f-820f-817b79b3e7b1","partner11","Insert","16","6","2","6","75","27","6","32","5","5","0","0","169436"
"4fe9e4d2-d545-417a-8b55-74676c383a2d","partner7","Insert","3","1","0","0","13","7","0","4","1","1","0","0","67918"
"bb82a51a-d932-472c-8883-5de2b21aa2b9","partner14","Replace","30","24","0","4","43","31","0","12","3","0","3","0","20"
"0eb5e881-21ab-42e3-808f-04da4c6c67a0","partner9","Replace","8","2","0","4","7","3","0","4","1","0","1","0","4"
"c3539af1-385e-4ef4-8c26-e4ce16af00b4","partner9","Insert","6","4","0","0","25","13","0","8","2","2","0","0","762"
"8a5f9bfb-ec51-4ec1-8579-89140b32f6c7","partner17","Insert","3","1","0","0","11","5","0","4","1","1","0","0","41182"
"3d0be583-18c8-4511-bc7f-ae3db5e7f85e","partner3","Insert","6","2","2","0","15","9","0","2","2","2","0","0","3557"
"6fcd8678-1be4-42fd-ab94-cdeca65681c2","partner9","Insert","14","6","2","4","31","11","0","10","5","5","0","0","31866"
"90272261-7c96-4d91-a63e-7640193a9c48","partner2","Insert","3","1","0","0","3","1","0","0","1","1","0","0","4264"
"6b70f28b-c810-4ab7-8b89-cdaa1e99d47f","partner7","Replace","7","3","0","2","6","4","0","2","2","0","1","1","14"
"c06c5529-c614-482b-8eca-89e78c8067d0","partner3","Insert","29","11","2","14","83","11","0","52","10","10","0","0","3265"
"6228d31a-e3cf-49aa-a5a0-ebb417b6def6","partner8","Insert","10","4","2","2","16","4","0","4","4","4","0","0","1361"
"14c457f8-933a-4ab0-b64c-37885f43b469","partner7","Insert","4","2","0","0","6","2","0","0","2","2","0","0","5129"
"65ece3a1-c843-468a-9e1c-21d3941e406e","partner4","Replace","24","8","0","12","49","29","2","18","4","0","2","2","86"
"adb5a7f3-e83c-45a7-8df1-eea2a6686691","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","387"
"ab915558-7019-4f19-a3df-7d0cfabb44e7","partner8","Replace","23","9","4","8","40","18","2","20","5","0","2","3","108"
"34025637-9601-4056-a459-2135a54237ed","partner5","Replace","16","6","4","4","44","32","2","10","4","0","4","0","35"
"de9c5dc2-b220-47ec-88af-5a54f9c22391","partner3","Insert","3","1","0","0","7","3","0","2","1","1","0","0","42566"
"f09bfd34-465e-4c37-b707-1302f726b137","partner3","Insert","3","1","0","0","5","3","0","0","1","1","0","0","743"
"390d8d6a-c47f-4cc5-91a6-8d099ad11867","partner10","Replace","11","3","0","6","11","7","4","0","3","0","1","2","91"
"cc010a49-ef52-4dc9-9895-ee01bf7449a3","partner3","Replace","10","4","0","4","12","4","0","4","4","2","0","2","3207"
"594b83b4-e020-447b-9be7-3eac56b43c02","Airline","Replace","7","3","0","2","8","4","0","0","3","2","0","1","31731"
"fe1791d5-fdb6-462d-8621-822a6bc25963","Acquirer","Insert","3","1","0","0","3","1","0","0","1","1","0","0","295"
"5a41dcd2-53b9-4f2e-8784-eee8aa582853","partner6","Replace","18","8","0","8","47","17","4","20","5","3","2","0","1687"
"735a50df-071c-478e-9313-b0dc29e37195","partner10","Insert","6","2","0","2","29","11","4","10","2","2","0","0","4541"
"793555f5-4548-41a3-b115-18a327098050","partner3","Insert","3","1","0","0","5","3","0","0","1","1","0","0","1361"
"b6f76384-81f4-4b98-bd85-709ab40a0b73","partner9","Replace","7","3","0","2","7","5","0","0","3","1","0","2","733"
"e9d2ff00-663a-4a0a-96d5-bfeecf5e7a08","partner19","Delete","4","2","0","2","2","2","0","0","2","0","0","2","9"
"f1e0d461-139e-43b0-b137-f22ce016e199","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","286"
"b7feea1c-4f8a-48c0-a33e-ce8696474743","TravelAgency","Replace","7","3","0","2","6","4","0","2","2","0","1","1","11"
"3dbd7852-a8d6-4d64-8f19-da2c8085cbb4","partner9","Replace","10","6","0","2","27","19","0","6","3","1","1","1","39817"
"ebac8977-8e76-4187-9c25-c1a0dc096b19","partner17","Insert","18","6","2","8","46","10","0","26","5","5","0","0","75261"
"be3fdbdc-4d94-41e3-9db3-3d4bd1436bf4","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","9007"
"9a7e1d14-1290-4e94-b9ea-122560d735e7","partner9","Replace","13","5","2","4","13","9","2","0","5","1","0","4","387"
"8b1711ad-62d4-468c-8b3a-90a141f55aa7","partner9","Replace","12","4","2","4","53","27","4","16","4","3","0","1","65535"
"f783ce8d-4bb6-454f-8b28-03e23043672d","partner3","Replace","10","4","0","4","12","4","0","8","2","0","2","0","9"
"cfe5fc10-cb76-4131-b895-32a1c3c8866b","partner9","Insert","3","1","0","0","5","3","0","0","1","1","0","0","2240"
"1ea9b27a-9067-49cf-96fb-36d6566e6b48","partner18","Insert","3","1","0","0","3","1","0","0","1","1","0","0","336"
"9b89f364-e7dd-48ec-bc64-79a460753525","partner2","Insert","3","1","0","0","4","1","1","0","1","1","0","0","2628"
"dd1a5774-db0c-4873-b705-e8a837abc656","partner10","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1812"
"c748520e-9691-44a8-a9db-e3ba79bda27f","partner9","Insert","3","1","0","0","11","5","0","4","1","1","0","0","3188"
"622ed91e-ac07-4ed7-ac3d-0e74a7a835a9","Airline","Replace","17","7","0","8","27","9","0","16","3","1","2","0","335"
"2ea1939a-cc68-441b-b073-3b6cdd600255","partner7","Insert","3","1","0","0","13","5","0","6","1","1","0","0","25534"
"2088a41a-f749-4851-8354-dbc6dd1bb555","partner16","Insert","3","1","0","0","21","16","1","2","1","1","0","0","4426"
"36ca1d6c-5217-45bf-83db-d9c8bd9ff180","Traveler","Replace","7","3","0","2","6","4","0","2","2","0","1","1","18"
"082901e7-2800-4697-b858-8741adb199cb","partner3","Insert","3","1","0","0","4","1","1","0","1","1","0","0","6287"
"4579bdf0-72ee-4fdb-9c54-3d325bb0a46a","partner16","Replace","6","2","0","2","4","2","0","0","2","1","0","1","450"
"2251fd72-957c-49ca-b7a6-13155af8f6f7","partner17","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1362"
"2c623584-7253-4c83-a7b5-b362c90642a3","partner8","Replace","7","3","2","0","2","2","0","0","2","0","0","2","26"
"34be2d78-ff1e-4287-b183-ac49d390c8c2","partner20","Insert","6","2","0","2","10","2","0","4","2","2","0","0","526"
"9c13beef-85bd-4d91-a31d-709d66adbcd4","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","344"
"e68f6e97-8d0e-4d29-9132-da824d148bf3","Airline","Replace","16","6","0","6","10","6","2","2","3","0","1","2","40"
"a8375693-3a45-4f56-a0fd-c239f98d76d9","partner7","Insert","15","7","0","6","36","7","1","16","6","6","0","0","17964"
"ab3f2686-9988-4f23-9829-242e014f9934","Airline","Replace","14","6","0","6","12","8","2","2","3","0","1","2","42"
"cccb5e49-f028-4a29-b367-69ade139be05","partner16","Replace","11","3","0","6","12","4","0","6","2","1","1","0","378"
"712bf935-f8fb-4fcc-90a0-1a57eb534583","partner3","Replace","6","2","0","2","6","2","0","2","2","1","0","1","9660"
"69af7622-1671-4180-af73-832880083fdf","partner9","Replace","41","17","6","14","22","18","0","4","9","0","1","8","657"
"5d9f9afe-e04f-439e-92a7-6c295583bff3","partner9","Insert","3","1","0","0","10","6","0","2","1","1","0","0","611"
"1940e322-a8f7-4039-86eb-67d360de65e7","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","10415"
"eeb9b95f-02d8-4972-8222-73c081549b4e","partner16","Insert","3","1","0","0","3","1","0","0","1","1","0","0","279"
"4ce8ad61-9114-42b6-a6d9-cdb2924cdd47","partner12","Replace","7","3","0","2","5","3","0","2","2","0","1","1","20"
"de5406af-ed60-4221-82c7-1384dc80f243","partner9","Replace","6","2","0","2","1","1","0","0","1","0","0","1","12"
"513dd94a-93ce-48f1-98f2-3e475f0de465","partner9","Replace","17","7","4","4","38","20","2","14","6","1","0","5","418"
"b46fe9c9-86ff-4a00-99f7-6540862dcfa2","partner4","Insert","3","1","0","0","7","5","0","0","1","1","0","0","286"
"ba9cea7b-0296-4e12-a0dc-8bf647ba5b97","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","20077"
"9cef18d7-92c7-458e-95de-7813f2c6f040","TravelAgency","Insert","3","1","0","0","3","1","0","0","1","1","0","0","406"
"99d88fa8-1959-4ff2-a8d2-f35ff542ddb1","partner14","Insert","3","1","0","0","11","7","0","2","1","1","0","0","298"
"91be0499-274e-472e-acb0-985c09335dd1","partner7","Insert","3","1","0","0","4","2","0","0","1","1","0","0","332"
"09a3cff6-88a6-4f58-9360-37cb87da1063","partner9","Insert","9","3","2","2","49","25","4","14","3","3","0","0","84285"
"55014bb4-60c1-4cc9-b143-cbd57ba74e46","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","3155"
"3c1459c0-a3fe-4909-b15b-1ee89288a478","partner9","Replace","7","3","0","2","22","16","0","4","3","1","0","2","40813"
"5eb2e737-3d97-490a-91af-bc9466179d1d","partner8","Insert","3","1","0","0","4","2","0","0","1","1","0","0","4121"
"48798836-5d79-4be3-ad16-7480fcb4004d","partner3","Replace","30","12","2","14","21","13","0","8","10","0","1","9","433"
"789cd4ff-366a-46df-b99d-abb3fd108b5e","partner9","Delete","3","1","0","2","4","2","0","2","1","0","0","1","12"
"6f9e6d0c-d298-4fab-94a6-23e9e3cfe96b","partner14","Insert","3","1","0","0","3","1","0","0","1","1","0","0","663"
"606246b6-53e4-41bc-99bf-f0b1a78ddff2","partner20","Replace","10","4","0","4","10","6","0","4","2","0","2","0","7"
"4ba67d1a-02a1-4a56-b00d-1892fa6a7e1c","Acquirer","Replace","7","3","0","2","6","4","0","2","2","0","1","1","10"
"2a9211bb-3138-414a-86d0-1ac04ffaf164","partner10","Replace","25","15","0","8","61","27","6","22","5","3","2","0","10523"
"c48a237b-8213-4252-8489-071531ada03e","partner9","Replace","7","3","0","2","7","5","0","0","3","1","0","2","902"
"f4cad9c7-acf3-4551-8063-7768e7d9a391","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1035"
"d54e3595-8df3-473d-ba75-2d03032029a0","Airline","Replace","6","2","0","2","7","5","0","2","1","0","1","0","4"
"c8b89baf-73dd-46df-913f-1c14371fa993","partner3","Replace","9","3","2","2","5","3","0","0","3","1","0","2","8639"
"158a6ffa-c395-4b77-afb0-7b4e7f47ee18","Traveler","Insert","3","1","0","0","3","1","0","0","1","1","0","0","321"
"f9fb9603-323c-42a7-a500-a36718dcc7f2","partner17","Insert","4","2","0","0","6","2","0","0","2","2","0","0","15683"
"727f8e99-1392-4521-99d9-d7c001280b67","partner7","Insert","21","15","2","2","61","35","2","12","6","6","0","0","230509"
"cd3c2eff-7725-4ec5-b73e-39b310aecbb0","partner10","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1313"
"4d1f72e3-7c57-4683-afc4-879fd675d2dc","partner4","Replace","11","3","0","6","3","3","0","0","2","0","0","2","64"
"d58c73ff-e5fb-4871-bf23-77bbe8bee1fc","partner3","Replace","33","13","2","16","99","23","0","60","10","8","2","0","102956"
"262fdbb5-79ac-4462-8f47-138efba0d594","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1158"
"8673b48c-8ff8-4bef-b6c0-709ca41f9663","TravelAgency","Insert","8","4","0","2","16","4","0","6","3","3","0","0","1318"
"f91ea089-4315-4bff-9365-5fbf8f00c630","partner7","Insert","3","1","0","0","13","5","0","6","1","1","0","0","2966"
"eac21f84-9026-4926-9aea-09ad6a3b55ba","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","37557"
"b60510b1-6586-4f41-8da3-8d24c69d7ead","partner2","Replace","28","12","0","12","0","0","0","0","0","0","0","0","49"
"e69771a6-b570-481f-b279-bbb8fc54c29d","partner5","Replace","16","6","2","4","32","28","2","2","4","0","2","2","42"
"63cfaa8b-0427-43b2-9285-201ceecc7cac","partner7","Replace","7","3","0","2","22","16","0","4","3","1","0","2","40035"
"e0b921ed-f3ce-4d5a-8628-a1dc02ff49a3","partner4","Replace","24","8","0","14","49","13","2","30","4","2","2","0","1757"
"845701ca-aace-488b-af31-2eb879d60fb7","partner19","Insert","11","3","0","6","19","3","0","12","2","2","0","0","554"
"3da5df5f-8d84-4c75-aa08-019989dcb8bd","partner17","Insert","4","2","0","0","20","8","0","8","2","2","0","0","20146"
"1185e439-1f88-4ceb-ad0e-b0d85d7fe612","partner7","Replace","42","24","2","14","81","41","12","28","10","0","2","8","375"
"b05bbfd0-dcaf-425f-8d82-c3198aadd4e0","partner10","Replace","24","14","0","6","24","20","4","0","5","0","1","4","118"
"b877e2c0-ec24-4bb2-9a89-4d2cdd0d5f07","partner7","Insert","6","2","0","2","13","4","1","4","2","2","0","0","1698"
"70ef1991-28f0-444c-8f1b-0502cb7f7c7f","Acquirer","Insert","3","1","0","0","3","1","0","0","1","1","0","0","820"
"4ba51de6-629b-415a-adc0-96dcce1ad46c","partner11","Replace","19","7","2","8","33","7","0","18","5","4","1","0","17669"
"81777c31-6dcf-4f8c-906b-df09431373c5","partner11","Insert","16","6","2","6","61","21","4","26","5","5","0","0","41973"
"b937e5b8-4459-42ee-8ec6-c3cb68aca498","partner7","Insert","38","22","2","12","105","27","4","54","10","10","0","0","54998"
"4102f0f4-fc10-4774-adb2-a4c905431996","partner16","Replace","30","8","0","20","35","9","2","24","4","0","4","0","106"
"f41b7e40-08cc-4700-81b0-ede0e66bddf9","partner19","Replace","20","6","0","12","29","9","0","20","2","0","2","0","18"
"46829d7e-90e0-472e-a870-40b2935b326c","partner7","Insert","3","1","0","0","17","7","2","6","1","1","0","0","327"
"31fcb8f4-fa63-4a9d-b8cc-2c8aea983eaf","partner9","Delete","3","1","0","2","1","1","0","0","1","0","0","1","14"
"30ba8356-1aac-4674-9351-e353e4ea0df0","partner4","Insert","3","1","0","0","4","1","1","0","1","1","0","0","35264"
"800e82b5-4aec-4793-af1e-0834c52f5701","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","403"
"d035ec57-0a41-40f5-9d0d-164e3c63b3e6","partner3","Replace","9","3","0","4","1","1","0","0","1","0","0","1","22"
"13424ace-b81b-45d1-a8e9-f1b0ff07e288","partner2","Replace","13","5","0","6","11","5","2","4","3","0","1","2","51"
"497bd91f-7440-468e-83ea-9e3c2aef7716","partner15","Insert","15","11","0","2","19","11","0","4","2","2","0","0","623"
"bd54dbad-7005-4f32-a56f-600952c7e18b","partner10","Replace","22","14","0","6","24","20","4","0","5","0","1","4","121"
"3e9c16b0-f711-4d3c-88f5-2d5e0195d45a","partner9","Insert","38","16","6","14","93","21","2","52","9","9","0","0","99799"
"595455cf-d152-42b2-94d2-1e79b46e1ae7","partner9","Replace","26","10","6","8","88","48","6","30","8","2","2","4","853"
"d0726188-31a1-4d88-ae9c-5fcc0a1cdd7f","partner10","Replace","14","4","0","8","17","5","4","8","2","0","2","0","14"
"3dcdf90e-1b42-4a7a-b5cb-c7b3112d3579","partner6","Insert","3","1","0","0","3","1","0","0","1","1","0","0","447"
"4c7b0234-41cc-4aa2-962a-86c7c67a98de","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","408"
"ac7746a9-8506-4a03-ad05-e17a599a8842","partner8","Insert","3","1","0","0","3","1","0","0","1","1","0","0","333"
"d7e003aa-e6b8-4053-9cbf-4a6837957e5e","partner9","Insert","3","1","0","0","11","5","2","2","1","1","0","0","385"
"bb025e71-3cbd-4fe9-870f-5b8fe29865ef","partner19","Insert","4","2","0","0","6","2","0","0","2","2","0","0","530"
"6a6fc379-1517-4d55-bf1c-67af7de7d409","partner5","Delete","1","1","0","0","1","1","0","0","1","0","0","1","6"
"c5b9da3a-a80b-4e5f-a45a-b78ef0a69342","partner7","Insert","3","1","0","0","20","14","0","4","1","1","0","0","79949"
"9a821a61-5ac9-4ed1-a2b4-f84fcc0aecfc","TravelAgency","Insert","3","1","0","0","4","2","0","0","1","1","0","0","263"
"5c3f7a70-82a2-4a5b-8154-a02b8822d957","partner15","Replace","28","22","0","4","33","29","0","4","2","0","2","0","14"
"cdf3f8c2-1bb6-49f4-b605-138517a23524","partner3","Insert","3","1","0","0","7","3","0","2","1","1","0","0","2024"
"ef3aa5c8-2b4f-4d09-a78b-554ff60d9665","partner15","Replace","28","22","0","4","37","29","0","8","2","0","2","0","15"
"ada6451c-41a4-48da-8b44-823695eaa5fd","partner7","Delete","1","1","0","0","1","1","0","0","1","0","0","1","21"
"6b1e4278-df06-4e64-be22-28c90f6c894b","partner5","Insert","3","1","0","0","3","1","0","0","1","1","0","0","338"
"aba0290a-5261-4770-a858-df8656cebc76","partner17","Replace","6","2","2","0","12","6","0","4","2","1","0","1","8073"
"ed2da651-cc22-4778-aba2-844fb0d07f60","partner3","Insert","9","3","2","2","15","3","0","6","3","3","0","0","7426"
"f34c5287-5574-48af-8767-f42b1d59373f","partner17","Replace","12","4","0","6","6","4","0","2","3","0","1","2","29"
"e7f4a6b1-0c08-4d68-9e8e-d6832b6bbc9a","partner8","Replace","33","13","6","10","50","24","2","24","7","0","4","3","207"
"50414f47-ccb6-4f12-875c-3299e9718ed6","partner7","Insert","5","1","0","2","17","5","0","10","1","1","0","0","2846"
"7a66c62d-fe47-45f0-908c-983974178091","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","407"
"2f6d52c7-2f07-4225-872b-3e88e9400e72","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","19063"
"a6b73a12-bcbe-4cb5-a7b4-66e9905d740c","partner9","Insert","3","1","0","0","7","3","0","2","1","1","0","0","2052"
"89d84d8f-6324-4d71-90b7-c70743bebde5","partner18","Replace","16","4","0","10","23","7","0","16","2","0","2","0","15"
"45a5af20-9e34-4e0f-8c12-16562ce7e61e","partner8","Insert","3","1","0","0","3","1","0","0","1","1","0","0","338"
"3e05df69-4e89-4710-be29-511b798f4742","partner7","Insert","3","1","0","0","22","10","4","6","1","1","0","0","4219"
"bc3dd9f1-411e-45e1-9b4a-551b520ca15c","partner3","Insert","31","13","2","14","85","13","0","52","10","10","0","0","3268"
"a582ae38-94f2-4601-bb17-65771b6ab260","Airline","Delete","3","1","0","2","2","2","0","0","1","0","0","1","13"
"d3dab7d2-e8be-4a26-8c74-5e0cc21e450f","partner3","Replace","6","2","0","2","1","1","0","0","1","0","0","1","14"
"ecfeabbc-cba2-442e-93cb-f396c99692c1","partner7","Replace","18","8","0","8","16","8","4","4","6","0","1","5","118"
"4bb5e693-3c0a-433e-8f76-c44ecc8d1337","partner9","Replace","26","14","4","6","43","35","2","6","6","0","2","4","148"
"790a33fa-f8f7-4cfa-ac25-0f438f8dea16","partner18","Insert","8","2","0","4","14","2","0","8","2","2","0","0","554"
"ffe333f6-9096-459c-9b27-de8f8cfce73e","partner17","Replace","12","4","0","6","14","6","0","6","4","1","0","3","306"
"b5c845ba-9fd3-4282-b7c6-3b3c92040ecc","partner7","Delete","1","1","0","0","3","1","0","2","1","0","0","1","2"
"858bbfce-c782-4c58-aa0f-2c43703c8735","partner9","Insert","6","4","0","0","17","11","0","2","2","2","0","0","3614"
"d75d6a35-e5f5-4efe-9fb9-bdd20fb74b35","partner9","Replace","7","3","0","2","7","5","0","0","3","1","0","2","705"
"80340ae2-0ebf-4e6b-a73a-327a77a54c6e","partner9","Replace","10","4","0","4","8","4","0","2","3","1","0","2","623"
"2a358098-f153-4b32-adde-40089e7ff91c","partner9","Insert","3","1","0","0","4","2","0","0","1","1","0","0","399"
"6ab1ece9-e0be-46d8-98cc-0c663bd3157c","partner7","Replace","9","3","2","2","11","9","0","2","3","0","1","2","85"
"67b3baf4-20c1-499e-938a-27896b01741c","partner7","Insert","3","1","0","0","15","5","0","8","1","1","0","0","3824"
"4ff437f8-e2a6-45a7-97c7-cc458c133c81","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","405"
"bf686957-6cfd-462c-9732-659f83fa6dea","partner9","Replace","19","7","4","6","31","11","0","18","4","1","3","0","339"
"eda15a8c-d915-4217-9173-d62538d623e3","TravelAgency","Delete","6","2","0","4","2","2","0","0","2","0","0","2","11"
"9e8328cf-7d7d-47a9-b61f-4202293acce4","partner7","Insert","3","1","0","0","4","2","0","0","1","1","0","0","29281"
"608d30f3-c0b5-42dc-be6f-2a112478c131","partner14","Insert","3","1","0","0","3","1","0","0","1","1","0","0","322"
"2d6e57f8-528c-4210-9fe0-1c4fe21a731a","TravelAgency","Replace","7","3","0","2","5","3","0","2","2","0","1","1","9"
"13f89416-0049-441d-8af1-e6c55125921b","TravelAgency","Replace","7","3","0","2","7","5","0","0","3","1","0","2","298"
"ff63ac8d-1801-41f5-92fc-c7afd7165ec3","partner6","Insert","8","2","0","4","14","2","0","8","2","2","0","0","692"
"f8f191d1-fa44-4b47-baf0-e2bc5f51bb5a","partner12","Replace","10","4","0","4","12","4","0","8","2","0","2","0","9"
"29dc5a2a-e8e0-47b3-a7b6-a90820ea2991","partner10","Insert","6","2","0","2","29","11","4","10","2","2","0","0","5553"
"b225e7e6-e1e7-44cb-a0f7-e06c0f481d31","partner4","Replace","8","4","0","2","8","4","0","0","4","2","0","2","29921"
"cbd7ff31-61b8-492a-9769-d6d2c1aae63c","partner8","Insert","21","9","4","6","72","32","0","26","7","7","0","0","24254"
"76b9cf15-d2fb-46f8-9d43-41e436efc84c","partner7","Replace","36","22","2","10","64","32","8","16","10","4","2","4","3591"
"1c6caab9-afe0-4cd6-b898-e7f7e2c5f851","TravelAgency","Insert","4","2","0","0","6","2","0","0","2","2","0","0","659"
"3e3a4648-36bf-4aa1-9075-9400a6162a67","partner9","Replace","30","14","6","8","45","21","2","14","8","4","2","2","23529"
"83072aef-f714-4e59-a02a-87ab3409a08f","partner9","Replace","21","7","2","10","8","8","0","0","5","0","0","5","251"
"7bef202d-19df-4b0c-85b6-8dfc58949f90","partner7","Replace","39","23","2","12","35","25","4","6","10","0","1","9","454"
"9dd2aa8b-8b6c-4e13-854c-44aa0e2e1d55","partner4","Replace","22","8","0","12","41","9","0","28","4","2","2","0","17500"
"662472db-bbeb-4ae3-bcb9-171bf432b4fa","partner7","Insert","3","1","0","0","22","10","4","6","1","1","0","0","4218"
"4bc06fe7-23c3-4095-bae4-10386b5c1a76","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","289"
"e8918661-760f-4429-9286-43344bf45a6a","partner10","Insert","3","1","0","0","4","2","0","0","1","1","0","0","429"
"71b633e1-be87-4bb3-947e-dacd92edb33f","partner12","Insert","3","1","0","0","10","6","0","2","1","1","0","0","412"
"52e7b01c-e3a9-455e-a682-4a3dd41bdce0","Acquirer","Replace","10","4","2","2","17","7","2","8","2","0","2","0","11"
"8fb5dda4-8da7-4a7e-a66e-09c04c1d9d16","partner8","Insert","12","4","2","4","31","7","0","16","4","4","0","0","4661"
"b91a119d-2028-4b54-a995-48b6cc4ac1d1","partner8","Replace","14","6","4","2","11","7","0","2","5","1","1","3","1191"
"85928616-231f-43af-baae-7d0183bd22e6","Airline","Insert","6","2","0","2","10","2","0","4","2","2","0","0","32093"
"eca3d6c0-0958-4a2e-a4c7-5948d879f766","partner7","Replace","18","8","0","8","37","13","2","22","5","0","5","0","39"
"46b7d491-956b-4878-8db2-8ed7a3ad3363","partner3","Insert","4","2","0","0","6","2","0","0","2","2","0","0","1479"
"b4ea9ba7-94e9-43d7-bd35-b3d940f6fd0e","partner8","Insert","6","2","0","2","10","2","0","4","2","2","0","0","778"
"83787192-8730-49b1-b23e-81a879576d57","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","327"
"129f4a34-1895-427b-bf1e-e499c2f7dbc4","partner10","Insert","3","1","0","0","3","1","0","0","1","1","0","0","385"
"b17aa025-3c63-460b-881b-960b5e7dc7cd","partner10","Insert","4","2","0","0","6","2","0","0","2","2","0","0","719"
"faebf945-8f70-4de8-a1e8-6e2bd3110f0d","TravelAgency","Insert","6","2","0","2","16","6","0","6","2","2","0","0","113806"
"8b2f02d5-3daf-4232-ad41-4a22146f7c73","partner20","Insert","3","1","0","0","7","3","0","2","1","1","0","0","248"
"5c2dddd1-5e8f-42c3-971b-d08024409606","partner7","Insert","3","1","0","0","5","3","0","0","1","1","0","0","985"
"f82b96ec-c5a6-4f8c-ab2b-9eb9666b5530","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","23908"
"fc6ffba8-f01d-472b-ae9b-f78608a439b9","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1324"
"9e262c92-125a-4c88-8393-e602ddc669c1","partner9","Insert","3","1","0","0","11","5","0","4","1","1","0","0","46641"
"4a1352ff-2d22-46ae-950a-aae6915e5eff","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","3907"
"7dccda89-61f6-462e-b5c7-cd9fc8f5f0f8","partner10","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1325"
"e24d6e26-e271-41cd-8190-c0d182161213","TravelAgency","Insert","12","6","2","2","45","17","0","18","5","5","0","0","7398"
"32952752-d4b1-4900-8682-ccd3e5229ddc","partner17","Insert","6","2","2","0","8","4","0","0","2","2","0","0","5605"
"2755e5db-903a-4d7b-bd20-19c18ff7d69d","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","712"
"372717bf-55cd-47c1-84b8-4d7eb8b61c41","partner17","Replace","19","7","2","8","19","11","2","6","5","0","1","4","101"
"9349dce4-c56a-4c81-8482-770b4b9c6809","partner3","Replace","37","15","2","16","25","15","0","10","10","0","2","8","410"
"86be04a3-19c4-47ee-8218-93189592bb2b","partner5","Replace","14","6","4","2","30","26","2","2","2","0","2","0","27"
"30b9954b-d90b-4fb6-ba8c-592053872ec0","partner8","Insert","3","1","0","0","3","1","0","0","1","1","0","0","612"
"d331d00c-17eb-4197-b729-b2bcccebe802","partner9","Insert","6","2","0","2","29","11","4","10","2","2","0","0","44900"
"6c60514b-90d7-48fc-9c86-5387ed013a4e","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","30276"
"21641694-3b53-4e50-9f6c-3a7ab294bfaa","partner3","Replace","12","4","2","4","7","3","0","4","1","0","1","0","20"
"b2cc45b3-bc6f-4411-9c69-1be48ee8fbd7","partner8","Insert","6","2","0","2","11","3","0","4","2","2","0","0","3524"
"44cb98a3-ae90-485c-ab48-fb80c37b27c4","partner5","Insert","3","1","0","0","3","1","0","0","1","1","0","0","409"
"321ba466-64f9-4cf9-a848-39f2d4be65eb","partner9","Replace","16","6","2","6","15","7","0","8","4","0","2","2","48"
"50b62fa5-132b-4e37-a973-a2ad0c36b97c","partner3","Insert","16","6","2","6","46","12","0","22","6","6","0","0","25723"
"838a60d5-ff15-4701-9da9-1ed8eaebdd74","TravelAgency","Replace","14","8","0","4","22","10","0","12","3","0","3","0","14"
"7fe744b3-09a6-4108-b327-f6583f31958f","partner3","Insert","9","3","0","4","15","3","0","6","3","3","0","0","25491"
"9a55c598-4ee0-48b6-8b43-e4c547f0386f","partner7","Insert","7","3","0","2","15","5","0","4","3","3","0","0","1143"
